"MSP10_SPON";"MSP11_SPON";"MSP12_SPON";"MSP14_SPON";"MSP15_SPON";"MSP20_SPON";"MSP22_SPON";"MSP24_SPON";"MSP27_SPON";"MSP2_SPON";"MSP30_SPON";"MSP33_SPON";"MSP34_SPON";"MSP3_SPON";"MSP41_SPON";"MSP42_SPON";"MSP46_SPON";"MSP49_SPON";"MSP4_SPON";"MSP50_SPON";"MSP51_SPON";"MSP52_SPON";"MSP53_SPON";"MSP54_SPON";"MSP55_SPON";"MSP56_SPON";"MSP57_SPON";"MSP58_SPON";"MSP59_SPON";"MSP5_SPON";"MSP60_SPON";"MSP8_SPON";"X_SPON"
"1";0,131347602906223;0,129993763209868;0,658978287956398;0,0319329024315174;0,180003268620468;1,0901492131089;0,0485547312430011;0,0173130193905817;0,08285507652109;0,0365497076023392;0,100770627399896;0,0134264232008593;0,0173130193905817;0,258559377374562;0,119944414962806;0,12210698548253;0,0168690958164642;0,0366628645918201;0,0519390581717451;0,368526354662411;0,272816987211389;0,0696971817842478;0,55605168679103;0,0694055617767824;0,15681520440759;0,211748814524327;0,563745874199363;0,156996913460879;0,103211574484866;0,341669737603888;0,0987107100457911;0,164323503854396;0,615403372355898
"2";19,9648356417459;19,7590520078999;100,164699769373;4,85380116959064;27,3604968303111;165,702680392553;7,38031914893617;2,63157894736842;12,5939716312057;5,55555555555556;15,3171353647842;2,04081632653061;2,63157894736842;39,3010253609335;18,2315510743465;18,5602617933445;2,56410256410256;5,57275541795666;7,89473684210526;56,0160059086865;41,4681820561312;10,5939716312057;84,5198563922365;10,5496453900709;23,8359110699536;32,1858198076977;85,6893728783032;23,8635308460536;15,6881593216997;51,933800115791;15,0040279269602;24,9771725858682;93,5413125980965
