"","date","RUNA1","RUNA5","RUNA9"
"56","2022-01-20","28.51488","28.38231","28.15964"
"57","2022-01-21","28.58812","28.71776","28.20066"
"58","2022-01-22","28.70824","29.12647","28.31639"
"59","2022-01-23","29.08252","29.11036","28.44749"
"60","2022-01-24","28.62035","28.42772","28.31346"
"61","2022-01-25","28.55297","28.31712","27.97287"
"62","2022-01-26","28.43284","28.29222","27.96042"
"63","2022-01-27","28.38157","28.24094","28.03806"
"64","2022-01-28","28.47459","28.19993","28.05124"
"65","2022-01-29","28.70824","28.43431","28.12815"
"66","2022-01-30","28.75365","28.40794","28.20432"
"67","2022-01-31","28.60643","28.32591","28.15525"
"68","2022-02-01","28.44603","28.25047","28.08786"
"69","2022-02-02","28.3032","28.16916","27.8132"
"70","2022-02-03","28.17429","28.21238","27.38472"
"71","2022-02-04","27.71725","28.06809","27.77071"
"72","2022-02-05","27.53633","27.85348","27.69674"
"73","2022-02-06","27.34004","27.47847","27.49239"
"74","2022-02-07","27.56783","27.77364","27.40083"
"75","2022-02-08","27.88498","27.50703","27.19575"
"76","2022-02-09","28.16477","27.44038","26.86029"
"77","2022-02-10","27.85128","27.60738","26.81487"
"78","2022-02-11","27.67696","27.5334","26.99799"
"79","2022-02-12","27.50117","27.62203","27.40083"
"80","2022-02-13","27.56856","27.76925","26.8742"
"81","2022-02-14","27.50996","27.60518","27.07855"
"82","2022-02-15","27.62789","27.64473","27.29389"
"83","2022-02-16","27.59273","27.21332","26.95917"
"84","2022-02-17","27.43013","27.08588","26.85882"
"85","2022-02-18","27.34443","27.1269","26.72552"
"86","2022-02-19","27.02728","26.95257","26.51897"
"87","2022-02-20","26.89398","26.92328","26.42961"
"88","2022-02-21","26.78631","26.77752","26.62297"
"89","2022-02-22","27.1767","27.30415","27.05438"
"90","2022-02-23","27.77218","28.16404","27.74068"
"91","2022-02-24","28.28416","28.24827","27.72604"
"92","2022-02-25","28.14499","28.04978","27.76632"
"93","2022-02-26","28.38157","28.15598","27.57076"
"94","2022-02-27","28.05857","27.8403","27.45796"
"95","2022-02-28","28.0007","28.03586","27.47847"
"96","2022-03-01","28.41453","28.26731","27.66378"
"97","2022-03-02","28.63207","28.19846","27.74068"
"98","2022-03-03","28.45775","28.33543","27.65206"
"99","2022-03-04","27.96408","28.28709","27.62056"
"100","2022-03-05","27.92453","28.082","27.56929"
"101","2022-03-06","27.9736","27.99997","27.46821"
"102","2022-03-07","27.96628","28.14719","27.58614"
"103","2022-03-08","27.79928","28.00143","27.72018"
"104","2022-03-09","28.03513","27.8923","27.81539"
"105","2022-03-10","28.46434","28.1362","27.8359"
"106","2022-03-11","28.44383","28.02707","27.83224"
"107","2022-03-12","28.25632","27.91208","27.77218"
"108","2022-03-13","28.08933","27.89303","27.61324"
"109","2022-03-14","28.23875","28.13474","27.64547"
"110","2022-03-15","28.37059","28.32444","27.87326"
"111","2022-03-16","28.6328","28.39329","27.9758"
"112","2022-03-17","28.89282","28.55589","28.05051"
"113","2022-03-18","28.85473","28.70019","28.45555"
"114","2022-03-19","28.59545","28.45408","28.46654"
"115","2022-03-20","28.10105","28.09665","28.0593"
"116","2022-03-21","27.66305","27.91501","27.83956"
"117","2022-03-22","28.01608","27.77657","27.66451"
"118","2022-03-23","28.28049","28.05344","27.67403"
"119","2022-03-24","28.29661","28.24241","27.75533"
"120","2022-03-25","28.1948","28.31053","27.86886"
"121","2022-03-26","28.10324","28.19919","28.00436"
"122","2022-03-27","28.13767","28.18821","28.13474"
"123","2022-03-28","28.11643","28.09519","28.16404"
"124","2022-03-29","28.06589","28.03","28.27683"
"125","2022-03-30","27.82784","27.7275","27.86227"
"126","2022-03-31","27.79928","27.70992","27.51216"
"127","2022-04-01","27.84396","27.76778","27.37886"
"128","2022-04-02","27.43086","27.4499","27.42134"
"129","2022-04-03","27.44697","27.37666","27.5107"
"130","2022-04-04","27.92453","28.04904","27.7275"
"131","2022-04-05","28.14865","27.99265","27.82345"
"132","2022-04-06","28.07981","27.99484","27.78536"
"133","2022-04-07","28.04758","27.9238","27.65279"
"134","2022-04-08","28.06735","27.88205","27.57369"
"135","2022-04-09","27.90475","27.86666","27.5627"
"136","2022-04-10","27.51875","27.79782","27.53414"
"137","2022-04-11","27.31806","27.51216","27.46089"
"138","2022-04-12","27.41328","27.31587","27.35249"
"139","2022-04-13","27.41035","27.34736","27.24995"
"140","2022-04-14","27.46455","27.41109","27.24409"
"141","2022-04-15","27.45723","27.38545","27.28877"
"142","2022-04-16","27.46748","27.44697","27.2624"
"143","2022-04-17","27.59713","27.48213","27.3415"
"144","2022-04-18","27.84982","27.74361","27.45357"
"145","2022-04-19","27.8923","27.94137","27.59859"
"146","2022-04-20","27.978","28.03879","27.92819"
"147","2022-04-21","27.97214","27.96847","27.90036"
"148","2022-04-22","27.92673","27.95675","27.84689"
"149","2022-04-23","27.78976","27.81466","27.72823"
"150","2022-04-24","27.77145","27.76339","27.69161"
"151","2022-04-25","27.75753","27.72604","27.66451"
"152","2022-04-26","27.74068","27.68209","27.62423"
"153","2022-04-27","27.67769","27.71944","27.68062"
"154","2022-04-28","27.54219","27.60152","27.72823"
"155","2022-04-29","27.51216","27.60152","27.58687"
"156","2022-04-30","27.59273","27.70772","27.53487"
"157","2022-05-01","27.6733","27.61251","27.60445"
"158","2022-05-02","27.60299","27.56783","27.57955"
"159","2022-05-03","27.58907","27.54659","27.51582"
"160","2022-05-04","27.5649","27.51143","27.42793"
"161","2022-05-05","27.52534","27.50996","27.35615"
"162","2022-05-06","27.45576","27.49751","27.35102"
"163","2022-05-07","27.47188","27.47993","27.35395"
"164","2022-05-08","27.4521","27.4499","27.3437"
"165","2022-05-09","27.42354","27.40229","27.34443"
"166","2022-05-10","27.29975","27.33491","27.44185"
"167","2022-05-11","27.28877","27.31001","27.36055"
"168","2022-05-12","27.24848","27.25874","27.30195"
"169","2022-05-13","27.10566","27.15619","27.21918"
"170","2022-05-14","27.08441","27.0705","27.12543"
"171","2022-05-15","27.0119","26.96136","27.03094"
"172","2022-05-16","26.88299","26.90203","26.93133"
"173","2022-05-17","26.74163","26.79656","26.81707"
"174","2022-05-18","26.69256","26.67937","26.69915"
"175","2022-05-19","26.6823","26.64861","26.60906"
"176","2022-05-20","26.61272","26.61492","26.55046"
"177","2022-05-21","26.5512","26.57244","26.53288"
"178","2022-05-22","26.5761","26.52336","26.54827"
"179","2022-05-23","26.47136","26.48088","26.55412"
"180","2022-05-24","26.42741","26.50139","26.53215"
"181","2022-05-25","26.40031","26.45085","26.53655"
"182","2022-05-26","26.33","26.47429","26.64128"
"183","2022-05-27","26.27067","26.44206","26.65154"
"184","2022-05-28","26.21427","26.31974","26.6281"
"185","2022-05-29","26.20621","26.15201","26.50652"
"186","2022-05-30","26.14688","26.1315","26.31754"
"187","2022-05-31","26.06778","26.11319","26.09488"
"188","2022-06-01","26.01871","26.1066","25.94034"
"189","2022-06-02","25.98209","26.0275","26.00919"
"190","2022-06-03","25.95132","25.95132","26.01505"
"191","2022-06-04","25.87149","25.86563","25.91324"
"192","2022-06-05","25.83999","25.8334","25.79238"
"193","2022-06-06","25.83486","25.81436","25.777"
"194","2022-06-07","25.78066","25.74111","25.78359"
"195","2022-06-08","25.7206","25.69204","25.77847"
"196","2022-06-09","25.6415","25.62392","25.71401"
"197","2022-06-10","25.61733","25.57338","25.58949"
"198","2022-06-11","25.54994","25.51918","25.51625"
"199","2022-06-12","25.51991","25.48549","25.43495"
"200","2022-06-13","25.45546","25.43495","25.34559"
"201","2022-06-14","25.45399","25.49501","25.30897"
"202","2022-06-15","25.4767","25.45692","25.33753"
"203","2022-06-16","25.34999","25.40785","25.32582"
"204","2022-06-17","25.30677","25.33973","25.36537"
"205","2022-06-18","25.23939","25.23353","25.20057"
"206","2022-06-19","25.16102","25.172","25.10242"
"207","2022-06-20","25.07532","25.07971","24.99548"
"208","2022-06-21","25.00134","24.98669","24.94568"
"209","2022-06-22","24.94568","24.90026","24.89001"
"210","2022-06-23","24.90979","24.84387","24.80358"
"211","2022-06-24","24.93103","24.83434","24.75231"
"212","2022-06-25","24.93762","24.84313","24.74133"
"213","2022-06-26","24.92297","24.8446","24.75597"
"214","2022-06-27","24.90466","24.8175","24.78014"
"215","2022-06-28","24.8402","24.77941","24.72375"
"216","2022-06-29","24.79919","24.78454","24.65416"
"217","2022-06-30","24.77648","24.75524","24.62047"
"218","2022-07-01","24.73473","24.72448","24.58312"
"219","2022-07-02","24.68639","24.67028","24.54723"
"220","2022-07-03","24.69298","24.63366","24.55455"
"221","2022-07-04","24.64611","24.59191","24.54357"
"222","2022-07-05","24.67321","24.55162","24.51134"
"223","2022-07-06","24.51207","24.45054","24.46959"
"224","2022-07-07","24.46739","24.38169","24.40806"
"225","2022-07-08","24.33262","24.28721","24.29746"
"226","2022-07-09","24.24033","24.19199","24.19932"
"227","2022-07-10","24.15024","24.09897","24.10556"
"228","2022-07-11","24.18101","24.11802","24.03671"
"229","2022-07-12","24.05649","24.0228","23.98544"
"230","2022-07-13","23.98764","23.94003","23.9144"
"231","2022-07-14","23.95981","23.92026","23.84188"
"232","2022-07-15","23.97446","23.90194","23.79867"
"233","2022-07-16","23.87045","23.83456","23.7474"
"234","2022-07-17","23.8243","23.78988","23.71224"
"235","2022-07-18","23.78109","23.76791","23.64559"
"236","2022-07-19","23.72689","23.74081","23.62654"
"237","2022-07-20","23.70785","23.73934","23.60677"
"238","2022-07-21","23.73641","23.71517","23.6053"
"239","2022-07-22","23.75546","23.70931","23.60823"
"240","2022-07-23","23.71883","23.70345","23.60164"
"241","2022-07-24","23.73861","23.73275","23.61556"
"242","2022-07-25","23.71224","23.69686","23.61043"
"243","2022-07-26","23.60604","23.73275","23.57234"
"244","2022-07-27","23.61263","23.73421","23.55184"
"245","2022-07-28","23.58772","23.68368","23.51595"
"246","2022-07-29","23.56575","23.57015","23.46907"
"247","2022-07-30","23.59212","23.57747","23.39582"
"248","2022-07-31","23.61263","23.60823","23.36433"
"249","2022-08-01","23.57967","23.53865","23.41633"
"250","2022-08-02","23.54231","23.48299","23.43904"
"251","2022-08-03","23.53792","23.44197","23.38191"
"252","2022-08-04","23.56648","23.46907","23.37239"
"253","2022-08-05","23.59358","23.57015","23.39509"
"254","2022-08-06","23.55916","23.5577","23.41121"
"255","2022-08-07","23.50349","23.53353","23.41414"
"256","2022-08-08","23.55403","23.50276","23.42879"
"257","2022-08-09","23.43684","23.4134","23.3343"
"258","2022-08-10","23.37092","23.36213","23.26398"
"259","2022-08-11","23.44124","23.3636","23.16804"
"260","2022-08-12","23.45515","23.37458","23.0882"
"261","2022-08-13","23.49544","23.39289","23.09845"
"262","2022-08-14","23.51668","23.49397","23.15558"
"263","2022-08-15","23.50716","23.47346","23.22956"
"264","2022-08-16","23.50056","23.4449","23.3299"
"265","2022-08-17","23.51521","23.31892","23.26398"
"266","2022-08-18","23.57967","23.39949","23.15778"
"267","2022-08-19","23.48811","23.43977","23.12409"
"268","2022-08-20","23.40535","23.38191","23.15778"
"269","2022-08-21","23.35481","23.34748","23.15192"
"270","2022-08-22","23.37019","23.305","23.11896"
"271","2022-08-23","23.40095","23.23249","23.06037"
"272","2022-08-24","23.26765","23.10651","22.96881"
"273","2022-08-25","23.37239","23.14313","22.91534"
"274","2022-08-26","23.35554","23.17902","22.92706"
"275","2022-08-27","23.41047","23.25959","22.93072"
"276","2022-08-28","23.49031","23.39289","22.98053"
"277","2022-08-29","23.5577","23.53646","23.32478"
"278","2022-08-30","23.59065","23.55623","23.36799"
"279","2022-08-31","23.32771","23.41487","23.52107"
"280","2022-09-01","23.16071","23.21638","23.26545"
"281","2022-09-02","23.07208","23.11969","23.18854"
"282","2022-09-03","23.32331","23.2486","23.13141"
"283","2022-09-04","23.37165","23.20905","23.07868"
"284","2022-09-05","23.42512","23.29402","23.07721"
"285","2022-09-06","23.45808","23.34455","23.12702"
"286","2022-09-07","23.44343","23.42","23.25813"
"287","2022-09-08","23.45662","23.40022","23.28303"
"288","2022-09-09","23.46467","23.3592","23.24421"
"289","2022-09-10","23.5218","23.47859","23.21857"
"290","2022-09-11","23.57454","23.54231","23.27131"
"291","2022-09-12","23.61995","23.52473","23.3028"
"292","2022-09-13","23.58479","23.53938","23.37019"
"293","2022-09-14","23.54817","23.45222","23.35774"
"294","2022-09-15","23.65071","23.46467","23.31233"
"295","2022-09-16","23.6119","23.47127","23.25153"
"296","2022-09-17","23.69832","23.63314","23.25666"
"297","2022-09-18","23.75253","23.70711","23.30573"
"298","2022-09-19","23.82137","23.70125","23.34016"
"299","2022-09-20","23.88876","23.70052","23.35188"
"300","2022-09-21","23.81771","23.63826","23.36506"
"301","2022-09-22","23.94809","23.80087","23.40974"
"302","2022-09-23","24.03305","23.9415","23.48811"
"303","2022-09-24","23.97665","23.94369","23.56282"
"304","2022-09-25","24.00961","23.85434","23.63314"
"305","2022-09-26","24.12314","24.0455","23.66317"
"306","2022-09-27","24.05576","24.04477","23.70199"
"307","2022-09-28","24.03378","23.89901","23.70565"
"308","2022-09-29","23.89828","23.82723","23.71444"
"309","2022-09-30","23.91513","23.89901","23.70345"
"310","2022-10-01","23.70272","23.90561","23.69832"
"311","2022-10-02","23.42952","23.80892","23.62581"
"312","2022-10-03","23.3592","23.70931","23.64339"
"313","2022-10-04","23.44124","23.76205","23.63826"
"314","2022-10-05","23.5218","23.71444","23.59285"
"315","2022-10-06","23.50789","23.50862","23.50056"
"316","2022-10-07","23.54451","23.42512","23.3299"
"317","2022-10-08","23.57381","23.47127","23.22077"
"318","2022-10-09","23.56355","23.4742","23.17023"
"319","2022-10-10","23.58626","23.56282","23.23176"
"320","2022-10-11","23.66903","23.59578","23.31526"
"321","2022-10-12","23.76131","23.53938","23.26691"
"322","2022-10-13","23.90048","23.61702","23.20026"
"323","2022-10-14","23.94076","23.72616","23.16804"
"324","2022-10-15","23.92831","23.7745","23.20246"
"325","2022-10-16","23.91366","23.7994","23.33576"
"326","2022-10-17","24.09165","23.90194","23.39656"
"327","2022-10-18","23.91293","23.77377","23.39656"
"328","2022-10-19","23.66537","23.66244","23.3365"
"329","2022-10-20","23.64632","23.71444","23.33137"
"330","2022-10-21","23.82797","23.7474","23.37532"
"331","2022-10-22","24.07553","24.0792","23.73202"
"332","2022-10-23","24.21909","24.27842","24.06235"
"333","2022-10-24","24.37364","24.44761","24.04697"
"334","2022-10-25","24.30479","24.65123","24.13926"
"335","2022-10-26","24.61168","24.80065","24.01181"
"336","2022-10-27","24.64904","24.96618","24.08725"
"337","2022-10-28","24.72301","25.10169","24.28282"
"338","2022-10-29","24.73107","25.06214","24.49449"
"339","2022-10-30","24.80578","24.96033","24.33921"
"340","2022-10-31","24.86657","25.13831","24.2982"
"341","2022-11-01","24.77282","25.20203","24.39488"
"342","2022-11-02","24.85046","25.1449","24.55162"
"343","2022-11-03","24.86364","25.22547","24.82263"
"344","2022-11-04","24.8197","25.15003","25.07385"
"345","2022-11-05","25.12073","25.23646","25.15076"
"346","2022-11-06","25.16688","25.23719","25.19764"
"347","2022-11-07","25.36903","25.43788","25.04822"
"348","2022-11-08","25.44594","25.42177","24.9574"
"349","2022-11-09","25.42396","25.1764","24.86731"
"350","2022-11-10","25.48402","25.31043","24.87317"
"351","2022-11-11","25.51552","25.4225","24.98596"
"352","2022-11-12","25.49208","25.24525","25.12879"
"353","2022-11-13","25.50746","25.33827","25.18152"
"354","2022-11-14","25.44594","25.20936","24.91125"
"355","2022-11-15","25.45326","25.24378","24.69811"
"356","2022-11-16","25.55947","25.4225","24.83654"
"357","2022-11-17","25.54775","25.44594","25.10022"
"358","2022-11-18","25.59902","25.57778","25.32362"
"359","2022-11-19","25.72939","25.69204","25.58144"
"360","2022-11-20","25.75869","25.85464","25.83193"
"361","2022-11-21","25.51991","25.558","26.08097"
"362","2022-11-22","25.59682","25.58217","26.27213"
"363","2022-11-23","26.11319","25.92496","26.05899"
"364","2022-11-24","26.31828","26.03848","25.94034"
"365","2022-11-25","26.20109","26.08389","25.85098"
"366","2022-11-26","26.0524","26.08829","25.777"
"367","2022-11-27","26.00333","26.06778","25.75283"
"368","2022-11-28","26.07511","26.17032","25.75649"
"369","2022-11-29","26.18717","26.23991","25.84072"
"370","2022-11-30","26.2465","26.36515","25.94473"
"371","2022-12-01","26.35856","26.48967","25.90225"
"372","2022-12-02","26.45085","26.45817","25.99527"
"373","2022-12-03","26.40544","26.31242","26.06925"
"374","2022-12-04","26.54387","26.48308","26.05387"
"375","2022-12-05","26.54753","26.61272","25.93887"
"376","2022-12-06","26.50139","26.42009","25.88687"
"377","2022-12-07","26.53581","26.28825","25.89492"
"378","2022-12-08","26.5446","26.58855","25.83047"
"379","2022-12-09","26.59661","26.43327","25.75503"
"380","2022-12-10","26.62151","26.53215","25.76748"
"381","2022-12-11","26.68011","26.78631","25.87588"
"382","2022-12-12","26.65007","26.61199","25.88467"
"383","2022-12-13","26.6574","26.46989","25.89053"
"384","2022-12-14","26.86322","26.74603","25.9396"
"385","2022-12-15","26.92621","27.03461","26.07144"
"386","2022-12-16","26.50505","27.04413","26.25529"
"387","2022-12-17","26.81121","27.06903","26.36296"
"388","2022-12-18","26.8222","27.05805","26.4655"
"389","2022-12-19","26.92474","27.09906","26.61126"
"390","2022-12-20","26.78192","26.9848","26.69622"
"391","2022-12-21","26.63762","26.987","27.01044"
"392","2022-12-22","26.53948","26.71453","27.32392"
"393","2022-12-23","26.53508","26.60759","27.54659"
"394","2022-12-24","26.64348","26.74383","27.54512"
"395","2022-12-25","27.258","27.18696","27.44478"
"396","2022-12-26","27.43672","27.29902","27.27485"
"397","2022-12-27","27.52901","27.27558","27.12104"
"398","2022-12-28","27.5356","27.4228","27.04267"
"399","2022-12-29","27.55318","27.34297","27.05878"
"400","2022-12-30","27.54292","27.45064","27.30342"
"401","2022-12-31","27.49898","27.51949","27.46016"
"402","2023-01-01","27.52388","27.54952","27.49019"
"403","2023-01-02","27.82272","27.76412","27.60079"
"404","2023-01-03","28.07028","27.79122","27.48653"
"405","2023-01-04","28.24607","27.96701","27.35908"
"406","2023-01-05","28.35301","28.12229","27.21772"
"407","2023-01-06","28.42552","28.41453","27.23017"
"408","2023-01-07","28.57933","28.50682","27.39058"
"409","2023-01-08","28.69872","28.68993","27.52022"
"410","2023-01-09","28.88549","28.81225","27.61617"
"411","2023-01-10","28.91406","28.77929","27.7839"
"412","2023-01-11","28.92724","28.65404","27.87912"
"413","2023-01-12","28.74194","28.70238","27.84616"
"414","2023-01-13","28.86206","28.59618","27.74947"
"415","2023-01-14","28.89209","28.51781","27.67623"
"416","2023-01-15","28.93603","28.61156","27.62276"
"417","2023-01-16","28.81079","28.48851","27.50044"
"418","2023-01-17","28.62694","28.2783","27.34077"
"419","2023-01-18","28.44456","28.16477","27.03314"
"420","2023-01-19","28.18748","28.1362","27.2873"
"421","2023-01-20","28.11057","28.26145","27.85641"
"422","2023-01-21","27.93405","28.11863","28.06662"
"423","2023-01-22","27.69527","27.91281","28.06882"
"424","2023-01-23","27.43818","27.44478","27.81759"
"425","2023-01-24","27.31513","27.38984","27.62935"
"426","2023-01-25","26.82073","26.79876","27.19721"
"427","2023-01-26","27.17817","26.96283","27.07855"
"428","2023-01-27","27.55611","27.42354","27.45576"
"429","2023-01-28","28.1428","27.88571","27.72384"
"430","2023-01-29","28.20725","28.0864","28.18162"
"431","2023-01-30","28.39183","28.35008","28.31785"
"432","2023-01-31","28.61449","28.38011","28.1677"
"433","2023-02-01","28.5493","28.12229","27.94943"
"434","2023-02-02","28.81957","28.55663","27.83004"
"435","2023-02-03","28.80712","28.50755","27.64913"
"436","2023-02-04","28.85327","28.54271","27.71725"
"437","2023-02-05","28.87011","28.71483","28.08566"
"438","2023-02-06","28.88623","28.78442","28.21677"
"439","2023-02-07","29.01587","28.88037","28.12595"
"440","2023-02-08","28.83642","28.64232","28.00143"
"441","2023-02-09","28.91113","28.91626","28.15085"
"442","2023-02-10","29.00195","28.85986","28.20066"
"443","2023-02-11","29.00562","28.83788","28.2512"
"444","2023-02-12","28.87378","28.66356","28.31053"
"445","2023-02-13","28.67455","28.40135","28.18015"
"446","2023-02-14","28.7141","28.46434","27.95602"
"447","2023-02-15","28.81225","28.44237","27.90329"
"448","2023-02-16","28.54784","28.30613","27.97946"
"449","2023-02-17","28.52806","28.36985","28.00949"
"450","2023-02-18","28.58666","28.2197","27.9216"
"451","2023-02-19","28.67968","28.30027","27.81613"
"452","2023-02-20","28.4929","28.11057","27.54659"
"453","2023-02-21","27.82272","28.22556","27.32685"
"454","2023-02-22","28.24461","28.71996","28.02487"
"455","2023-02-23","28.49657","28.3867","28.09079"
"456","2023-02-24","28.50316","28.29807","27.95822"
"457","2023-02-25","28.61742","28.42625","27.89889"
"458","2023-02-26","28.81371","28.52147","28.08859"
"459","2023-02-27","28.77636","28.52806","28.17209"
"460","2023-02-28","28.80493","28.65404","28.17209"
"461","2023-03-01","28.7119","28.71923","28.22849"
"462","2023-03-02","28.54344","28.73901","28.59911"
"463","2023-03-03","28.34935","28.80932","28.69286"
"464","2023-03-04","27.9216","28.30247","28.63793"
"465","2023-03-05","27.89743","28.2241","28.28489"
"466","2023-03-06","28.10984","28.12815","28.38157"
"467","2023-03-07","28.10324","28.11863","28.36839"
"468","2023-03-08","28.1926","28.00363","28.19114"
"469","2023-03-09","28.20066","28.02121","27.94211"
"470","2023-03-10","28.1948","28.06516","27.85641"
"471","2023-03-11","28.30979","28.13767","27.80221"
"472","2023-03-12","28.25486","28.10691","27.78829"
"473","2023-03-13","28.2534","28.10544","27.73775"
"474","2023-03-14","28.23948","28.11057","27.72457"
"475","2023-03-15","28.31272","28.16404","27.69454"
"476","2023-03-16","28.4724","28.30979","27.78756"
"477","2023-03-17","28.46873","28.40574","28.10178"
"478","2023-03-18","28.43797","28.40281","28.24973"
"479","2023-03-19","28.52953","28.43944","28.31712"
"480","2023-03-20","28.54784","28.39769","28.21824"
"481","2023-03-21","28.39476","28.27903","28.10471"
"482","2023-03-22","28.2739","28.23875","28.0322"
"483","2023-03-23","28.38743","28.41307","27.96628"
"484","2023-03-24","28.30686","28.30906","27.95163"
"485","2023-03-25","28.20725","28.10544","27.90036"
"486","2023-03-26","28.06516","27.93698","27.73629"
"487","2023-03-27","28.18821","28.07395","27.64107"
"488","2023-03-28","28.05197","28.06149","27.77438"
"489","2023-03-29","28.17283","28.01022","27.76705"
"490","2023-03-30","28.1904","27.98605","27.71432"
"491","2023-03-31","28.42698","28.3325","27.84909"
"492","2023-04-01","28.50023","28.36033","27.91867"
"493","2023-04-02","28.53758","28.3596","27.94357"
"494","2023-04-03","28.40062","28.34861","28.03073"
"495","2023-04-04","28.34495","28.28269","28.09812"
"496","2023-04-05","28.3032","28.18528","28.08933"
"497","2023-04-06","28.28709","28.08347","27.88351"
"498","2023-04-07","28.25925","28.07468","27.77877"
"499","2023-04-08","28.25632","28.16038","27.75826"
"500","2023-04-09","28.04172","28.03366","27.71139"
"501","2023-04-10","27.88571","27.87545","27.66598"
"502","2023-04-11","28.00583","27.93112","27.61397"
"503","2023-04-12","28.07981","28.06589","27.96994"
"504","2023-04-13","28.01828","27.9985","28.15158"
"505","2023-04-14","28.11057","28.10178","28.04025"
"506","2023-04-15","28.26585","28.23948","28.14792"
"507","2023-04-16","28.1362","28.17283","28.08054"
"508","2023-04-17","28.1406","28.02048","28.00949"
"509","2023-04-18","28.14573","28.10837","27.97067"
"510","2023-04-19","28.13987","28.09739","27.89743"
"511","2023-04-20","28.18894","28.19187","27.8652"
"512","2023-04-21","28.10764","28.17283","27.99118"
"513","2023-04-22","28.16697","28.21384","28.08859"
"514","2023-04-23","28.10398","28.12522","28.12156"
"515","2023-04-24","28.01462","28.03952","28.17502"
"516","2023-04-25","28.03073","27.98972","27.93698"
"517","2023-04-26","27.99118","27.90768","27.87472"
"518","2023-04-27","27.95382","27.82199","27.83297"
"519","2023-04-28","27.93918","27.80075","27.75314"
"520","2023-04-29","27.90402","27.80221","27.62716"
"521","2023-04-30","27.9509","27.81393","27.55245"
"522","2023-05-01","27.85421","27.8403","27.5649"
"523","2023-05-02","27.75607","27.73629","27.54878"
"524","2023-05-03","27.65499","27.62276","27.51582"
"525","2023-05-04","27.6733","27.58687","27.45869"
"526","2023-05-05","27.72164","27.65645","27.42061"
"527","2023-05-06","27.68209","27.62349","27.41401"
"528","2023-05-07","27.54659","27.55171","27.35395"
"529","2023-05-08","27.51216","27.58248","27.32905"
"530","2023-05-09","27.52754","27.52974","27.33564"
"531","2023-05-10","27.55464","27.5312","27.31074"
"532","2023-05-11","27.52461","27.52388","27.26167"
"533","2023-05-12","27.51729","27.56709","27.27631"
"534","2023-05-13","27.61324","27.64693","27.3686"
"535","2023-05-14","27.64766","27.64693","27.52095"
"536","2023-05-15","27.69893","27.77364","27.54219"
"537","2023-05-16","27.59639","27.66671","27.65572"
